TimeLimit.truncated,actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_entropy,critic_entropy_max,critic_entropy_min,critic_loss,critic_norm_entropy,critic_norm_entropy_max,critic_norm_entropy_min,duration,episode,episode_reward,labeled_feedback,reward_learning_acc,step,success,total_feedback,true_episode_reward,vlm_acc
1.0,0.6051861065626144,0.8959373533725739,-1.0,0.13212195321917533,0.0823087012016605,-0.28593095555901527,0.0,0.0,0.0,0.0036826583975926044,0.0,0.0,0.0,1.8767881393432617,28.0,99.75534445047379,20.0,0.9499999999999998,2800,1.0,50.0,-432.4320102266305,0.0
1.0,0.5910294258594513,0.8317379426956176,-1.0,0.1295893132686615,0.08144942832706661,-0.238015810996294,0.0,0.0,0.0,0.004332247436977923,0.0,0.0,0.0,1.899132251739502,29.0,99.98648697137833,20.0,0.9499999999999998,2900,1.0,50.0,-193.98813228053322,0.0
1.0,0.5846731942892075,0.7665083307027817,-1.0,0.12775258667767048,0.08061722667743881,-0.19717098243534564,0.0,0.0,0.0,0.003948936882661656,0.0,0.0,0.0,1.883598804473877,30.0,99.91176092624664,20.0,0.9499999999999998,3000,1.0,50.0,-359.4368385683719,0.0
1.0,0.570397464632988,0.6876283678412437,-1.0,0.1253312226384878,0.07980802317226257,-0.15743923038244248,0.0,0.0,0.0,0.0030497092078439893,0.0,0.0,0.0,1.9082403182983398,31.0,99.99182397127151,20.0,0.9499999999999998,3100,1.0,50.0,-201.55894762528064,0.0
1.0,0.5625401228666306,0.6078647336363793,-1.0,0.12347388222813606,0.07902019832065865,-0.11945638991892338,0.0,0.0,0.0,0.003593343385728076,0.0,0.0,0.0,1.8944218158721924,32.0,99.9412015080452,20.0,0.9499999999999998,3200,0.0,50.0,-325.1150823700305,0.0
1.0,0.5452979636192322,0.5553351566195488,-1.0,0.12092507764697075,0.07825293292916126,-0.09055514415726065,0.0,0.0,0.0,0.004095313241705299,0.0,0.0,0.0,1.9512550830841064,33.0,99.74503928422928,20.0,0.9499999999999998,3300,1.0,50.0,-555.827588323807,0.0
1.0,0.5407428297400475,0.4604294636845589,-1.0,0.11941339433193207,0.07750324248853276,-0.058327220804058014,0.0,0.0,0.0,0.004502157829701901,0.0,0.0,0.0,1.9454326629638672,34.0,99.95618158578873,20.0,0.9499999999999998,3400,1.0,50.0,-296.39437147492265,0.0
1.0,0.5364857622981072,0.340927900262177,-1.0,0.11795145869255066,0.07676663543491034,-0.02605493083130568,0.0,0.0,0.0,0.0037776943552307787,0.0,0.0,0.0,1.929413080215454,35.0,99.99021238088608,20.0,0.9499999999999998,3500,0.0,50.0,-162.61102044737007,0.0
1.0,0.5250818598270416,0.21605366677045823,-1.0,0.11597291648387908,0.07604338452783457,0.003906256128102541,0.0,0.0,0.0,0.0032070783781819046,0.0,0.0,0.0,1.9060041904449463,36.0,99.9726265668869,20.0,0.9499999999999998,3600,0.0,50.0,-185.33070510352007,0.0
1.0,0.5191015222668648,0.07468455713242292,-1.0,0.11443967878818512,0.07533335501101825,0.03495425758417696,0.0,0.0,0.0,0.002572536115767434,0.0,0.0,0.0,1.8892395496368408,37.0,95.98965449631214,20.0,0.9499999999999998,3700,1.0,50.0,-459.2241921087222,0.0
1.0,0.512934727370739,-0.01641072044149041,-1.0,0.11291788503527642,0.0746348625136109,0.057103586150333285,0.0,0.0,0.0,0.007371016688412055,0.0,0.0,0.0,1.9428989887237549,38.0,99.96745902299881,20.0,0.9499999999999998,3800,1.0,50.0,-214.2482686272647,0.0
1.0,0.5108240365982055,-0.13992328602820636,-1.0,0.11171957612037658,0.07394581871708772,0.07803859688341618,0.0,0.0,0.0,0.003787451039534062,0.0,0.0,0.0,1.9801249504089355,39.0,99.97431027889252,20.0,0.9499999999999998,3900,1.0,50.0,-289.45629553470167,0.0
1.0,0.5010330653190613,-0.27435153428465126,-1.0,0.1099762585759163,0.0732668338940025,0.10052772464230657,0.0,0.0,0.0,0.0025351873296312988,0.0,0.0,0.0,1.9557411670684814,40.0,99.85533708333969,20.0,0.9499999999999998,4000,1.0,50.0,-381.42226930047235,0.0
1.0,0.49921174556016923,-0.4300034602731466,-1.0,0.10883930049836636,0.07259747147265304,0.12506414134055377,0.0,0.0,0.0,0.002836524099111557,0.0,0.0,0.0,1.8878185749053955,41.0,99.97123885154724,20.0,0.9499999999999998,4100,1.0,50.0,-263.7943419978551,0.0
1.0,0.49358158379793166,-0.5951482658088207,-1.0,0.10744286946952343,0.0719365174560734,0.15163278341293335,0.0,0.0,0.0,0.005176790009718388,0.0,0.0,0.0,1.8541371822357178,42.0,99.97513073682785,20.0,0.9499999999999998,4200,1.0,50.0,-261.2183105178664,0.0
1.0,0.493422432243824,-0.729725393652916,-1.0,0.10645566441118717,0.07128257472244715,0.16781881004571914,0.0,0.0,0.0,0.0034316531161312012,0.0,0.0,0.0,1.7884328365325928,43.0,99.97082853317261,20.0,0.9499999999999998,4300,0.0,50.0,-207.5441519650673,0.0
1.0,0.4914176434278488,-0.9071395528316498,-1.0,0.10534783676266671,0.07063592582954548,0.19000664263963699,0.0,0.0,0.0,0.002204444904346019,0.0,0.0,0.0,1.7511234283447266,44.0,99.811698615551,20.0,0.9499999999999998,4400,1.0,50.0,-423.8804657814413,0.0
1.0,0.4885005417466164,-1.0192510306835174,-1.0,0.1041894532740116,0.06999607757084511,0.20169102355837823,0.0,0.0,0.0,0.00444689767435193,0.0,0.0,0.0,1.7595114707946777,45.0,99.98775172233582,20.0,0.9499999999999998,4500,0.0,50.0,-200.54637219510252,0.0
1.0,0.48106806695461274,-1.2143232667446135,-1.0,0.10273315578699112,0.06936406943732845,0.22732832044363022,0.0,0.0,0.0,0.0037254485755693167,0.0,0.0,0.0,1.766550064086914,46.0,98.9896429181099,20.0,0.9499999999999998,4600,1.0,50.0,-499.33023090226413,0.0
1.0,0.477004417181015,-1.383380571603775,-1.0,0.10152962185442448,0.06873980892276271,0.24427035182714463,0.0,0.0,0.0,0.0036328283371403814,0.0,0.0,0.0,1.7708141803741455,47.0,99.96679037809372,20.0,0.9499999999999998,4700,0.0,50.0,-225.09295794423232,0.0
1.0,0.47886867344379425,-1.5220461702346801,-1.0,0.10074387796223164,0.0681218801463009,0.2560243961215019,0.0,0.0,0.0,0.004963666700059548,0.0,0.0,0.0,1.7711503505706787,48.0,99.92465651035309,20.0,0.9499999999999998,4800,1.0,50.0,-309.8477652939093,0.0
1.0,0.4718924796581268,-1.6929692769050597,-1.0,0.09936774536967277,0.0675106104085566,0.2719321209192276,0.0,0.0,0.0,0.0036436322680674493,0.0,0.0,0.0,1.7551722526550293,49.0,99.97434794902802,20.0,0.9499999999999998,4900,1.0,50.0,-219.18772955225592,0.0
1.0,0.46596959710121155,-1.8918782734870911,-1.0,0.09808213502168656,0.06690592626322882,0.29072103276848793,0.0,0.0,0.0,0.0033523423923179506,0.0,0.0,0.0,1.8746135234832764,50.0,99.97627449035645,20.0,0.9499999999999998,5000,0.0,50.0,-203.2676805536543,0.0
1.0,0.4713361126184463,-2.035669971704483,-1.0,0.09756002716720104,0.0663071660369437,0.3027126908302307,0.0,0.0,0.0,0.005173151752678677,0.0,0.0,0.0,1.9352614879608154,51.0,99.9176532626152,20.0,0.9499999999999998,5100,0.0,50.0,-379.75466268667225,0.0
1.0,0.46392354905605315,-2.227771055698395,-1.0,0.0961990288645029,0.06571367216928599,0.3171797953546047,0.0,0.0,0.0,0.0031548275402747093,0.0,0.0,0.0,1.8588240146636963,52.0,99.78265649080276,20.0,0.9499999999999998,5200,1.0,50.0,-436.4674860662271,0.0
1.0,0.46279046416282654,-2.39562362909317,-1.0,0.09526553548872471,0.06512570411803133,0.3300336888432503,0.0,0.0,0.0,0.004119758101878688,0.0,0.0,0.0,1.849485158920288,53.0,99.92747724056244,20.0,0.9499999999999998,5300,1.0,50.0,-354.66772117730886,0.0
1.0,0.45964402198791504,-2.4877190732955934,-1.0,0.0942114159464836,0.06454433050322789,0.33338324069976805,0.0,0.0,0.0,0.0035285683535039424,0.0,0.0,0.0,1.848006010055542,54.0,99.99148035049438,20.0,0.9499999999999998,5400,0.0,50.0,-257.4292122559594,0.0
1.0,0.45267071515321733,-2.7447006344795226,-1.0,0.09292573213577271,0.06396861839122875,0.3561157771945,0.0,0.0,0.0,0.006355115784099325,0.0,0.0,0.0,1.8703277111053467,55.0,99.70415037870407,20.0,0.9499999999999998,5500,0.0,50.0,-404.0895871026031,0.0
1.0,0.4542656973004341,-2.8780131483078004,-1.0,0.09219938203692436,0.06339948847877828,0.36174084573984144,0.0,0.0,0.0,0.005804125190479681,0.0,0.0,0.0,1.8696751594543457,56.0,99.86764961481094,20.0,0.9499999999999998,5600,1.0,50.0,-410.35071728730406,0.0
1.0,0.45368358612060544,-3.0956064677238464,-1.0,0.09134060859680176,0.06283399766220438,0.37525865525007246,0.0,0.0,0.0,0.003145792776485905,0.0,0.0,0.0,1.8258719444274902,57.0,99.99203330278397,20.0,0.9499999999999998,5700,1.0,50.0,-209.5346248951042,0.0
1.0,0.45534139692783354,-3.2149295902252195,-1.0,0.09062838315963745,0.062272493192057465,0.3794277986884117,0.0,0.0,0.0,0.004385989308357239,0.0,0.0,0.0,1.8724699020385742,58.0,99.97199869155884,20.0,0.9499999999999998,5800,1.0,50.0,-253.5679427282513,0.0
1.0,0.4496248912811279,-3.4710867953300477,-1.0,0.08946632221341133,0.06171687435876598,0.39816624343395235,0.0,0.0,0.0,0.005187285703141242,0.0,0.0,0.0,1.864990472793579,59.0,99.9846602678299,20.0,0.9499999999999998,5900,1.0,50.0,-145.00326396504985,0.0
1.0,0.44844256192445753,-3.622486824989319,-1.0,0.08859651051461696,0.06116657487742974,0.4040938809514046,0.0,0.0,0.0,0.007070037255762145,0.0,0.0,0.0,1.8811445236206055,60.0,99.98999696969986,20.0,0.9499999999999998,6000,1.0,50.0,-142.36058302573002,0.0
1.0,0.4453201213479042,-3.8644656324386597,-1.0,0.08761768005788326,0.06062155302330957,0.41811653673648835,0.0,0.0,0.0,0.002430669636814855,0.0,0.0,0.0,1.8833863735198975,61.0,99.99105787277222,20.0,0.9499999999999998,6100,1.0,50.0,-140.15251016248166,0.0
1.0,0.4498299714922905,-3.9987685585021975,-1.0,0.08710691481828689,0.060080702704297426,0.4232266333699226,0.0,0.0,0.0,0.003758857740322128,0.0,0.0,0.0,1.822504997253418,62.0,99.9851804971695,20.0,0.9499999999999998,6200,1.0,50.0,-167.006309184396,0.0
1.0,0.4438095533847809,-4.205488317012787,-1.0,0.0859704877436161,0.05954438793141281,0.4337385618686676,0.0,0.0,0.0,0.0049865470814984296,0.0,0.0,0.0,1.8362338542938232,63.0,99.9885584115982,20.0,0.9499999999999998,6300,1.0,50.0,-197.33297363309705,0.0
1.0,0.4458483463525772,-4.377512977123261,-1.0,0.08532370425760746,0.059013113532964304,0.4407098159193993,0.0,0.0,0.0,0.003999622345436365,0.0,0.0,0.0,1.8702709674835205,64.0,99.99366337060928,20.0,0.9499999999999998,6400,1.0,50.0,-128.9801808804522,0.0
1.0,0.4424894461035728,-4.611584115028381,-1.0,0.08436533935368061,0.058485550709382474,0.4534136414527893,0.0,0.0,0.0,0.004786882265470922,0.0,0.0,0.0,1.8511674404144287,65.0,99.99049025774002,20.0,0.9499999999999998,6500,0.0,50.0,-133.53622000714677,0.0
1.0,0.4452801531553268,-4.768980889320374,-1.0,0.08377343721687794,0.05796327337271557,0.45794077068567274,0.0,0.0,0.0,0.004060032626148314,0.0,0.0,0.0,1.8614106178283691,66.0,99.98238396644592,20.0,0.9499999999999998,6600,1.0,50.0,-152.91801371654034,0.0
1.0,0.44529721736907957,-4.968411650657654,-1.0,0.08302469059824943,0.05744457819859281,0.4669879612326622,0.0,0.0,0.0,0.00516696602688171,0.0,0.0,0.0,1.8940279483795166,67.0,99.97485762834549,20.0,0.9499999999999998,6700,1.0,50.0,-215.18808408399082,0.0
1.0,0.4433722773194313,-5.158006553649902,-1.0,0.08217198684811593,0.056930224862375915,0.4741636756062508,0.0,0.0,0.0,0.005075920657254755,0.0,0.0,0.0,1.9779305458068848,68.0,99.98599886894226,20.0,0.9499999999999998,6800,1.0,50.0,-162.30950845603851,0.0
1.0,0.4430004411935806,-5.362377629280091,-1.0,0.0814155612140894,0.056421171633683896,0.4837994548678398,0.0,0.0,0.0,0.007306469368049875,0.0,0.0,0.0,1.7878594398498535,69.0,99.93472439050674,20.0,0.9499999999999998,6900,1.0,50.0,-298.60423894802426,0.0
1.0,0.4399647930264473,-5.563790702819825,-1.0,0.08051749162375926,0.05591635704416279,0.49109186351299283,0.0,0.0,0.0,0.0033700405526906254,0.0,0.0,0.0,1.800022840499878,70.0,99.98412311077118,20.0,0.9499999999999998,7000,1.0,50.0,-180.9568931141133,0.0
1.0,0.44314823985099794,-5.685387115478516,-1.0,0.07997321054339408,0.05541579513526455,0.4262901020050049,0.0,0.0,0.0,0.035891912765800955,0.0,0.0,0.0,16.768269777297974,71.0,99.95088648796082,20.0,0.8797814207650273,7100,0.0,50.0,-303.38839103126276,0.0
1.0,0.4362162923812866,-5.849497985839844,-1.0,0.07887676656246186,0.05491973649084237,0.4301417827606201,0.0,0.0,0.0,0.006210202355869114,0.0,0.0,0.0,1.7994060516357422,72.0,98.59724831581116,61.0,0.8797814207650273,7200,1.0,100.0,-192.846049395118,0.0
1.0,0.4293623104691505,-6.074818873405457,-1.0,0.07780052870512008,0.05443005232934431,0.44167930126190186,0.0,0.0,0.0,0.0060464804363437,0.0,0.0,0.0,1.7840194702148438,73.0,99.47028738260269,61.0,0.8797814207650273,7300,1.0,100.0,-188.64074913286004,0.0
1.0,0.4190775632858276,-6.222296953201294,-1.0,0.07655535683035851,0.0539462916188809,0.4440719658136368,0.0,0.0,0.0,0.005975924762897194,0.0,0.0,0.0,1.7524194717407227,74.0,99.85010957717896,61.0,0.8797814207650273,7400,0.0,100.0,-116.08069496496839,0.0
1.0,0.40724669605493546,-6.504013967514038,-1.0,0.07524728000164033,0.05347091899255808,0.4600416696071625,0.0,0.0,0.0,0.010259413099847734,0.0,0.0,0.0,1.7517001628875732,75.0,99.37059849500656,61.0,0.8797814207650273,7500,1.0,100.0,-214.60373003094276,0.0
1.0,0.39257327854633334,-6.609499135017395,-1.0,0.0738102436810732,0.05300278337746783,0.460092778801918,0.0,0.0,0.0,0.008255544442217797,0.0,0.0,0.0,1.7377955913543701,76.0,97.922432243824,61.0,0.8797814207650273,7600,1.0,100.0,-317.7975513587934,0.0
1.0,0.38616420567035675,-6.802705340385437,-1.0,0.07283016875386238,0.05254046381520807,0.4674344497919083,0.0,0.0,0.0,0.00930929962079972,0.0,0.0,0.0,1.8781206607818604,77.0,99.83930194377899,61.0,0.8797814207650273,7700,1.0,100.0,-140.6098774407737,0.0
1.0,0.3762101486325264,-7.010886735916138,-1.0,0.07167850971221924,0.05208378313097636,0.4762960284948349,0.0,0.0,0.0,0.010834882599301637,0.0,0.0,0.0,1.758662223815918,78.0,99.87194061279297,61.0,0.8797814207650273,7800,1.0,100.0,-159.76918692954683,0.0
1.0,0.3625902634859085,-7.242827997207642,-1.0,0.07035517171025277,0.051632875083054246,0.4852931809425354,0.0,0.0,0.0,0.010494362413883209,0.0,0.0,0.0,1.7781562805175781,79.0,99.79968351125717,61.0,0.8797814207650273,7900,1.0,100.0,-142.7757550492451,0.0
1.0,0.3496678039431572,-7.440279102325439,-1.0,0.06908847086131573,0.051188564676995944,0.492804172039032,0.0,0.0,0.0,0.01036484214477241,0.0,0.0,0.0,1.755413293838501,80.0,99.86395347118378,61.0,0.8797814207650273,8000,1.0,100.0,-121.39111440677357,0.0
1.0,0.3451329290866852,-7.527342128753662,-1.0,0.06826557584106922,0.05074987844546887,0.4924485406279564,0.0,0.0,0.0,0.011766225574538111,0.0,0.0,0.0,1.737220287322998,81.0,99.900887966156,61.0,0.8797814207650273,8100,1.0,100.0,-91.21086315177891,0.0
1.0,0.3312089937925339,-7.830460772514344,-1.0,0.06698052257299424,0.0503150669373069,0.5064580211043358,0.0,0.0,0.0,0.009803461409173906,0.0,0.0,0.0,1.762272834777832,82.0,99.62769454717636,61.0,0.8797814207650273,8200,1.0,100.0,-159.4903767519918,0.0
1.0,0.32212315380573275,-7.973245906829834,-1.0,0.06595611333847046,0.04988593921922094,0.5075479003787041,0.0,0.0,0.0,0.01094563643913716,0.0,0.0,0.0,1.7552998065948486,83.0,99.71383845806122,61.0,0.8797814207650273,8300,1.0,100.0,-178.85444434023023,0.0
1.0,0.30805195435881616,-8.092186193466187,-1.0,0.06469961106777192,0.049462204913074556,0.5085126042366028,0.0,0.0,0.0,0.011130044073797762,0.0,0.0,0.0,1.8264317512512207,84.0,99.20589190721512,61.0,0.8797814207650273,8400,1.0,100.0,-170.72616068801068,0.0
1.0,0.2981462547183037,-8.321021881103515,-1.0,0.06366609677672386,0.0490440079241872,0.5153635627031327,0.0,0.0,0.0,0.012018131529912353,0.0,0.0,0.0,1.9110658168792725,85.0,99.76676857471466,61.0,0.8797814207650273,8500,1.0,100.0,-131.41093665655887,0.0
1.0,0.29950024947524073,-8.551311559677124,-1.0,0.0631923845037818,0.04862822858696735,0.525491224527359,0.0,0.0,0.0,0.008820038638077676,0.0,0.0,0.0,2.0238046646118164,86.0,99.86085563898087,61.0,0.8797814207650273,8600,1.0,100.0,-131.14834051579376,0.0
1.0,0.28326726391911505,-8.74144061088562,-1.0,0.061873741410672665,0.04821609627988949,0.5309308624267578,0.0,0.0,0.0,0.012493587760254742,0.0,0.0,0.0,1.9896728992462158,87.0,99.76102322340012,61.0,0.8797814207650273,8700,1.0,100.0,-179.75103613354779,0.0
1.0,0.2822976730763912,-8.877751932144164,-1.0,0.061303697526454926,0.04780782859293144,0.5333661735057831,0.0,0.0,0.0,0.0062383838021196425,0.0,0.0,0.0,1.9805538654327393,88.0,99.88138562440872,61.0,0.8797814207650273,8800,1.0,100.0,-82.85243204320183,0.0
1.0,0.27181540951132777,-9.081159048080444,-1.0,0.06028734780848026,0.047402013855159915,0.5392263552546501,0.0,0.0,0.0,0.01010510033229366,0.0,0.0,0.0,1.981801986694336,89.0,99.50352436304092,61.0,0.8797814207650273,8900,1.0,100.0,-206.4784213761671,0.0
1.0,0.2692008577287197,-9.33968913078308,-1.0,0.059653531424701214,0.047000895387932715,0.5502660709619522,0.0,0.0,0.0,0.009824539460241795,0.0,0.0,0.0,1.9945275783538818,90.0,99.76271879673004,61.0,0.8797814207650273,9000,1.0,100.0,-138.22901995706596,0.0
1.0,0.26859721437096595,-9.436347846984864,-1.0,0.05911821544170379,0.04660092831221804,0.5487671810388565,0.0,0.0,0.0,0.007350664546247571,0.0,0.0,0.0,1.9421124458312988,91.0,99.8679468035698,61.0,0.8797814207650273,9100,1.0,100.0,-100.07505541295541,0.0
1.0,0.259477276802063,-9.649206705093384,-1.0,0.05819308001548052,0.04620395611139158,0.5549963161349296,0.0,0.0,0.0,0.007388904062099755,0.0,0.0,0.0,2.0290334224700928,92.0,99.82304149866104,61.0,0.8797814207650273,9200,1.0,100.0,-141.5926602377754,0.0
1.0,0.25280854508280753,-9.886117153167724,-1.0,0.057392549589276316,0.04581109641581122,0.5619354146718979,0.0,0.0,0.0,0.010437343220692128,0.0,0.0,0.0,1.9016010761260986,93.0,99.75686240196228,61.0,0.8797814207650273,9300,1.0,100.0,-137.51088806425392,0.0
1.0,0.25493518099188806,-10.047723379135132,-1.0,0.056999718509614467,0.04542006233528879,0.5647762608528137,0.0,0.0,0.0,0.0059886861918494105,0.0,0.0,0.0,1.833249568939209,94.0,99.81986355781555,61.0,0.8797814207650273,9400,1.0,100.0,-159.89282197538535,0.0
1.0,0.24987832605838775,-10.2413139629364,-1.0,0.05628392465412617,0.04503140874720998,0.5700333434343338,0.0,0.0,0.0,0.008484836085699499,0.0,0.0,0.0,1.8304338455200195,95.0,99.88621950149536,61.0,0.8797814207650273,9500,1.0,100.0,-95.64315317119744,0.0
1.0,0.2480948443710804,-10.39108497619629,-1.0,0.055721739903092385,0.04464544863884716,0.571723775267601,0.0,0.0,0.0,0.0068995204614475366,0.0,0.0,0.0,1.8497283458709717,96.0,99.89185988903046,61.0,0.8797814207650273,9600,1.0,100.0,-101.78262153435676,0.0
1.0,0.2346062609553337,-10.656625108718872,-1.0,0.05464731603860855,0.044262756698591504,0.579137561917305,0.0,0.0,0.0,0.007078204964054749,0.0,0.0,0.0,1.9727530479431152,97.0,99.8756497502327,61.0,0.8797814207650273,9700,1.0,100.0,-101.76529821166338,0.0
1.0,0.24054611653089522,-10.838091955184936,-1.0,0.05443971276283264,0.043883668471410696,0.5843546044826508,0.0,0.0,0.0,0.009234756473451853,0.0,0.0,0.0,1.9489316940307617,98.0,99.65720325708389,61.0,0.8797814207650273,9800,1.0,100.0,-163.5569254751021,0.0
1.0,0.2353358945250511,-10.99319450378418,-1.0,0.05374424431473017,0.04350579408028853,0.5858310896158219,0.0,0.0,0.0,0.005875046099536121,0.0,0.0,0.0,1.9449326992034912,99.0,99.78651130199432,61.0,0.8797814207650273,9900,1.0,100.0,-138.86752675386188,0.0
1.0,0.22907096028327942,-11.237674112319946,-1.0,0.05301134899258614,0.04313144002239309,0.5925473123788834,0.0,0.0,0.0,0.01124294844456017,0.0,0.0,0.0,1.8378825187683105,100.0,99.79629671573639,61.0,0.8797814207650273,10000,1.0,100.0,-134.06902493796716,0.0
1.0,0.2352780719101429,-11.375247373580933,-1.0,0.05281902872025967,0.04275926513212061,0.5939445662498474,0.0,0.0,0.0,0.00732441263506189,0.0,0.0,0.0,5.407371759414673,101.0,99.92580968141556,61.0,0.8797814207650273,10100,1.0,100.0,-75.84080446569769,0.0
1.0,0.23410989925265313,-11.87182209968567,-1.0,0.052310718335211275,0.04238741044509264,0.6148502159118653,0.0,0.0,0.0,0.006051053997362032,0.0,0.0,0.0,1.7585184574127197,102.0,99.91732811927795,61.0,0.8797814207650273,10200,1.0,100.0,-96.65089127501422,0.0
